Five-Year Ofsted Inspection Data: Initial teacher education,,,,,,,,,,,,,,,
This worksheet contains one table. Each row in the table shows information about an initial teacher education provider at a given time. Blank cells indicate that the provider had not been inspected at the time of reporting.,,,,,,,,,,,,,,,
URN,Name,Five-Year Ofsted Inspection Data publish date,Publication type,Remit,As at date,Published date,Government office region,Local authority area,Constituency,Postcode,Provider type,Phase,Overall effectiveness,The quality of education and training,Leadership and management
70281,The Solent SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Hampshire,Not available,PO9 4BU,SCITT,Secondary,2,2,2
70281,The Solent SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Hampshire,Not available,PO9 4BU,SCITT,Primary,,,
70282,Endeavour Learning SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Lancashire,Not available,PR4 6AQ,SCITT,Secondary,1,1,1
70283,Leicestershire Secondary SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Leicester,Not available,LE4 7AN,SCITT,Secondary,2,2,2
70284,North West SHARES SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Lancashire,Not available,WN8 6QH,SCITT,Primary,2,2,1
70285,Buckingham Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Buckinghamshire,Not available,MK18 1AX,SCITT,Primary,2,2,2
70285,Buckingham Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Buckinghamshire,Not available,MK18 1AX,SCITT,Secondary,2,2,2
70286,Pennine Lancashire SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Lancashire,Not available,BB4 8HW,SCITT,Secondary,2,2,2
70286,Pennine Lancashire SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Lancashire,Not available,BB4 8HW,SCITT,Primary,,,
70287,Norfolk Teacher Training Centre,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Norfolk,Not available,NR2 2LJ,SCITT,Secondary,2,2,2
70288,The Basingstoke Alliance SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Hampshire,Not available,RG21 5SU,SCITT,Secondary,2,2,2
70289,Teach East,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Peterborough,Not available,PE6 7JX,SCITT,Primary,2,2,2
70289,Teach East,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Peterborough,Not available,PE6 7JX,SCITT,Secondary,2,2,2
70290,Wildern Partnership SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Hampshire,Not available,SO30 4EJ,SCITT,Primary,1,1,1
70290,Wildern Partnership SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Hampshire,Not available,SO30 4EJ,SCITT,Secondary,1,1,1
70291,St. George's Academy Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Lincolnshire,Not available,NG34 7PP,SCITT,Secondary,2,2,1
70291,St. George's Academy Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Lincolnshire,Not available,NG34 7PP,SCITT,Primary,,,
70292,ARK Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Camden,Not available,WC2B 6TD,SCITT,Primary,1,1,1
70292,ARK Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Camden,Not available,WC2B 6TD,SCITT,Secondary,1,1,1
70293,The Pimlico London SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Westminster,Not available,SW1V 3AT,SCITT,Primary,1,1,1
70293,The Pimlico London SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Westminster,Not available,SW1V 3AT,SCITT,Secondary,1,1,1
70294,The Stourport SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Worcestershire,Not available,DY13 8AX,SCITT,Primary,2,2,2
70294,The Stourport SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Worcestershire,Not available,DY13 8AX,SCITT,Secondary,2,2,2
70294,The Stourport SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Worcestershire,Not available,DY13 8AX,SCITT,Early years,,,
70296,Inspiring Leaders Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Leicestershire,Not available,LE3 3FF,SCITT,Primary,1,1,1
70298,Mersey Boroughs ITT Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Knowsley,Not available,L35 5DN,SCITT,Primary,2,2,2
70299,Compton SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Barnet,Not available,N12 0QG,SCITT,Secondary,1,1,1
70299,Compton SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Barnet,Not available,N12 0QG,SCITT,Primary,,,
70300,The Hampshire LEARN SCITT Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Hampshire,Not available,SO53 2DW,SCITT,Secondary,1,1,1
70300,The Hampshire LEARN SCITT Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Hampshire,Not available,SO53 2DW,SCITT,Primary,,,
70301,Ashton on Mersey School SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Trafford,Not available,M33 5BP,SCITT,Primary,2,2,2
70301,Ashton on Mersey School SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Trafford,Not available,M33 5BP,SCITT,Secondary,2,2,2
70302,East Midlands Teacher Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottinghamshire,Not available,NG2 7FA,SCITT,Primary,2,2,2
70302,East Midlands Teacher Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottinghamshire,Not available,NG2 7FA,SCITT,Secondary,2,2,2
70304,Tommy Flowers SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Milton Keynes,Not available,MK5 6EX,SCITT,Primary,1,1,1
70304,Tommy Flowers SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Milton Keynes,Not available,MK5 6EX,SCITT,Secondary,1,1,1
70305,Bluecoat SCITT Alliance Nottingham,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottingham,Not available,NG8 5GY,SCITT,Primary,2,2,2
70305,Bluecoat SCITT Alliance Nottingham,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottingham,Not available,NG8 5GY,SCITT,Secondary,2,2,2
70306,The Sheffield SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Sheffield,Not available,S10 3BT,SCITT,Primary,2,2,1
70306,The Sheffield SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Sheffield,Not available,S10 3BT,SCITT,Secondary,2,2,1
70307,Ripley TSA SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Lancashire,Not available,LA1 4RS,SCITT,Secondary,1,1,1
70308,Alliance for Learning SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Trafford,Not available,WA14 2NJ,SCITT,Early years,2,2,2
70308,Alliance for Learning SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Trafford,Not available,WA14 2NJ,SCITT,Primary,2,2,2
70308,Alliance for Learning SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Trafford,Not available,WA14 2NJ,SCITT,Secondary,2,2,2
70309,Landau Forte College Derby SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Derby,Not available,DE1 2LF,SCITT,Secondary,2,2,2
70310,Sutton SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Sutton,Not available,SM3 9PS,SCITT,Secondary,1,1,1
70310,Sutton SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Sutton,Not available,SM3 9PS,SCITT,Primary,,,
70311,East London Alliance SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Newham,Not available,E13 8SA,SCITT,Primary,1,1,1
70312,Keele and North Staffordshire Teacher Education,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Staffordshire,Not available,ST5 3PJ,SCITT,Primary,1,1,1
70313,The OAKS (Ormiston and Keele SCITT),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Staffordshire,Not available,ST5 5BG,SCITT,Secondary,1,1,1
70314,North Wiltshire SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,Wiltshire,Not available,SN4 7HG,SCITT,Primary,1,1,1
70314,North Wiltshire SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,Wiltshire,Not available,SN4 7HG,SCITT,Secondary,1,1,1
70315,Northern Lights SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,North Yorkshire,Not available,BD23 1QL,SCITT,Secondary,2,2,1
70315,Northern Lights SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,North Yorkshire,Not available,BD23 1QL,SCITT,Primary,,,
70316,i2i Teaching Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Surrey,Not available,GU9 8UG,SCITT,Secondary,2,2,1
70317,NELTA (North East London Teaching Alliance),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Redbridge,Not available,IG4 5LP,SCITT,Secondary,1,1,1
70318,Altius Alliance,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Stockport,Not available,SK8 7JY,SCITT,Secondary,1,1,1
70319,Fylde Coast Teaching School SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Blackpool,Not available,FY3 7LR,SCITT,Secondary,1,1,1
70319,Fylde Coast Teaching School SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Blackpool,Not available,FY3 7LR,SCITT,Primary,,,
70320,Nottinghamshire Torch SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottinghamshire,Not available,NG13 8BL,SCITT,Secondary,2,2,2
70320,Nottinghamshire Torch SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottinghamshire,Not available,NG13 8BL,SCITT,Primary,,,
70321,Chepping View Primary Academy SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Buckinghamshire,Not available,HP12 4PR,SCITT,Primary,2,2,2
70324,London East Teacher Training Alliance,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Tower Hamlets,Not available,E14 6DN,SCITT,Primary,1,1,1
70325,The John Taylor SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Staffordshire,Not available,DE13 8AZ,SCITT,Secondary,2,2,2
70325,The John Taylor SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Staffordshire,Not available,DE13 8AZ,SCITT,Primary,,,
70326,Victoria Academies Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Sandwell,Not available,B66 3HH,SCITT,Primary,2,2,2
70327,The Cherwell OTSA SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Oxfordshire,Not available,OX2 7EE,SCITT,Primary,1,1,1
70327,The Cherwell OTSA SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Oxfordshire,Not available,OX2 7EE,SCITT,Secondary,1,1,1
70328,GORSE SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Leeds,Not available,LS27 0PD,SCITT,Secondary,1,1,1
70328,GORSE SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Leeds,Not available,LS27 0PD,SCITT,Primary,,,
70329,The Bradford Birth to 19 SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Bradford,Not available,BD8 9QW,SCITT,Primary,2,2,2
70329,The Bradford Birth to 19 SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Bradford,Not available,BD8 9QW,SCITT,Secondary,,,
70330,Associated Merseyside Partnership SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Sefton,Not available,L31 6DE,SCITT,Primary,2,2,2
70330,Associated Merseyside Partnership SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Sefton,Not available,L31 6DE,SCITT,Secondary,2,2,2
70332,HART of Yorkshire,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,North Yorkshire,Not available,HG1 3BA,SCITT,Primary,2,2,1
70333,United Teaching National SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Westminster,Not available,W9 2DR,SCITT,Primary,2,2,2
70333,United Teaching National SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Westminster,Not available,W9 2DR,SCITT,Secondary,2,2,2
70334,The Sutton Park SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Walsall,Not available,B74 2EX,SCITT,Secondary,2,2,2
70336,Lincolnshire Teaching School Alliance SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Lincolnshire,Not available,LN6 0EP,SCITT,Primary,2,2,2
70336,Lincolnshire Teaching School Alliance SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Lincolnshire,Not available,LN6 0EP,SCITT,Secondary,2,2,2
70337,North Manchester ITT Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Manchester,Not available,M9 5QN,SCITT,Primary,2,2,2
70337,North Manchester ITT Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Manchester,Not available,M9 5QN,SCITT,Secondary,2,2,2
70338,Teach First East Midlands Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottingham,Not available,NG7 2TU,TeachFirst,Primary,1,1,1
70338,Teach First East Midlands Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottingham,Not available,NG7 2TU,TeachFirst,Secondary,1,1,1
70339,Teach First North East Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Newcastle upon Tyne,Not available,NE1 1JF,TeachFirst,Primary,1,1,1
70339,Teach First North East Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Newcastle upon Tyne,Not available,NE1 1JF,TeachFirst,Secondary,1,1,1
70340,Teach First North West Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Manchester,Not available,M1 1FN,TeachFirst,Primary,1,1,1
70340,Teach First North West Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Manchester,Not available,M1 1FN,TeachFirst,Secondary,1,1,1
70342,Teach First South East & South Coast Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Medway,Not available,ME4 4UF,TeachFirst,Primary,2,2,1
70342,Teach First South East & South Coast Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Medway,Not available,ME4 4UF,TeachFirst,Secondary,2,2,1
70343,Teach First South West Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,Bristol,Not available,BS1 6PL,TeachFirst,Primary,1,1,1
70343,Teach First South West Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,Bristol,Not available,BS1 6PL,TeachFirst,Secondary,1,1,1
70344,Teach First Yorkshire and the Humber Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Leeds,Not available,LS1 2ES,TeachFirst,Primary,2,2,2
70344,Teach First Yorkshire and the Humber Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Leeds,Not available,LS1 2ES,TeachFirst,Secondary,1,1,1
70345,Teach First West Midlands Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B4 6AT,TeachFirst,Primary,1,1,1
70345,Teach First West Midlands Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B4 6AT,TeachFirst,Secondary,1,1,1
70346,CREC Early Years Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B15 2AF,SCITT,Primary,2,2,2
70347,Hull SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Kingston upon Hull,Not available,HU7 6AH,SCITT,Primary,2,2,2
70347,Hull SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Kingston upon Hull,Not available,HU7 6AH,SCITT,Secondary,,,
70348,Fareham and Gosport Primary SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Hampshire,Not available,PO16 7EQ,SCITT,Primary,1,1,1
70351,Cheshire East SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Cheshire East,Not available,CW4 7DX,SCITT,Secondary,2,2,2
