Five-Year Ofsted Inspection Data: Non-association independent schools,,,,,,,,,,,,,,,,,,,,
This worksheet contains one table. Each row in the table shows information about an independent school at a given time. Blank cells indicate that the provider had not been inspected at the time of reporting.,,,,,,,,,,,,,,,,,,,,
URN,Name,Five-Year Ofsted Inspection Data publish date,Publication type,Remit,As at date,Published date,Government office region,Local authority area,Constituency,Postcode,Provider type,Overall effectiveness,Effectiveness of leadership and management,Quality of education,Personal development,Behaviour and attitudes,Safeguarding is effective?,Early years provision (where applicable),Sixth form provision (where applicable),Independent school standards met
146524,Abbey Rose School,03/12/2024,OS,Non-association independent schools,31/08/2020,10/12/2019,South West,Gloucestershire,Tewkesbury,GL20 7DG,Other Independent Special School,4,4,4,4,4,No,9,4,Did not meet all standards
146525,Keser Girls' School,03/12/2024,OS,Non-association independent schools,31/08/2020,19/01/2020,North East,Gateshead,Gateshead,NE8 1NR,Other Independent School,3,3,2,2,2,Yes,9,9,Did not meet all standards
146553,LSI Independent College,03/12/2024,OS,Non-association independent schools,31/08/2020,12/05/2020,London,Camden,Hampstead and Kilburn,NW3 5QA,Other Independent School,2,2,2,2,1,Yes,9,2,All standards Met
146563,West Midlands Education and Skills,03/12/2024,OS,Non-association independent schools,31/08/2020,23/02/2020,West Midlands,Birmingham,"Birmingham, Ladywood",B9 4HN,Other Independent Special School,2,2,2,2,2,Yes,9,2,All standards Met
146569,Turning Point Academy NW,03/12/2024,OS,Non-association independent schools,31/08/2020,21/01/2020,North West,Sefton,Bootle,L30 4UE,Other Independent School,2,2,2,2,1,Yes,9,9,All standards Met
146571,Abbeywood School,03/12/2024,OS,Non-association independent schools,31/08/2020,15/07/2019,Yorkshire and The Humber,Rotherham,Rother Valley,S66 8QN,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
146626,Argyll House,03/12/2024,OS,Non-association independent schools,31/08/2020,30/09/2020,East of England,Norfolk,North Norfolk,NR27 9JN,Other Independent Special School,4,4,4,4,4,No,9,9,Did not meet all standards
146633,Southway,03/12/2024,OS,Non-association independent schools,31/08/2020,07/01/2020,Yorkshire and The Humber,Leeds,Leeds Central,LS10 3JA,Other Independent School,3,3,2,2,3,Yes,9,9,Did not meet all standards
146646,SMS Changing Lives,03/12/2024,OS,Non-association independent schools,31/08/2020,09/03/2020,North West,Oldham,Ashton-under-Lyne,M35 9AY,Other Independent Special School,3,3,3,3,2,Yes,9,9,All standards Met
146654,Lumiar Stowford,03/12/2024,OS,Non-association independent schools,31/08/2020,02/02/2020,South West,Wiltshire,South West Wiltshire,BA14 9LH,Other Independent School,4,4,3,3,3,No,9,9,Did not meet all standards
146660,Serenity School,03/12/2024,OS,Non-association independent schools,31/08/2020,20/06/2019,London,Croydon,Croydon South,CR0 1DQ,Other Independent Special School,2,2,9,9,9,Yes,9,9,All standards Met
146671,Community Mentoring and Support School,03/12/2024,OS,Non-association independent schools,31/08/2020,28/07/2019,South West,Gloucestershire,Forest of Dean,GL15 5DZ,Other Independent School,2,2,9,9,9,Yes,9,9,All standards Met
146729,Al-Risalah Boys School,03/12/2024,OS,Non-association independent schools,31/08/2020,23/01/2020,London,Wandsworth,Tooting,SW17 7TJ,Other Independent School,2,2,2,2,2,Yes,9,9,All standards Met
146733,Hartwell School,03/12/2024,OS,Non-association independent schools,31/08/2020,12/01/2020,North East,Stockton-on-Tees,Stockton South,TS18 3TN,Other Independent Special School,2,2,2,2,2,Yes,9,9,All standards Met
146736,Alchemy School,03/12/2024,OS,Non-association independent schools,31/08/2020,29/07/2019,South East,Kent,Sittingbourne and Sheppey,ME9 9SN,Other Independent School,2,2,9,9,9,Yes,9,9,All standards Met
146748,Yesody Hatorah Girls School,03/12/2024,OS,Non-association independent schools,31/08/2020,,London,Hackney,Hackney North and Stoke Newington,N16 5LG,Other Independent School,,,,,,,,,
146774,Kingsgate School,03/12/2024,OS,Non-association independent schools,31/08/2020,12/05/2020,South East,Hampshire,Fareham,PO16 0HZ,Other Independent Special School,2,2,2,2,1,Yes,9,9,All standards Met
146780,Hopwood Hall School,03/12/2024,OS,Non-association independent schools,31/08/2020,04/12/2019,West Midlands,Birmingham,"Birmingham, Edgbaston",B15 3DU,Other Independent Special School,4,4,4,4,3,No,9,9,Did not meet all standards
146790,Aurora Boveridge College - The Beeches School,03/12/2024,OS,Non-association independent schools,31/08/2020,11/02/2020,South West,Dorset,North Dorset,BH21 5RT,Other Independent Special School,2,2,2,2,2,Yes,9,9,All standards Met
146804,Clarity Independent School,03/12/2024,OS,Non-association independent schools,31/08/2020,17/03/2020,East of England,Essex,Maldon,CM2 7SG,Other Independent Special School,3,3,3,2,2,Yes,9,9,Did not meet all standards
146805,Big Picture Doncaster,03/12/2024,OS,Non-association independent schools,31/08/2020,29/01/2020,Yorkshire and The Humber,Doncaster,Doncaster North,DN5 0BF,Other Independent School,4,4,4,3,3,No,9,9,Did not meet all standards
146806,Peak Education - Cannock,03/12/2024,OS,Non-association independent schools,31/08/2020,,West Midlands,Staffordshire,Cannock Chase,WS11 0LG,Other Independent Special School,,,,,,,,,
146824,Elmbank Learning Centre,03/12/2024,OS,Non-association independent schools,31/08/2020,,North East,Stockton-on-Tees,Stockton North,TS20 1PQ,Other Independent Special School,,,,,,,,,
146971,Witham Prospect School,03/12/2024,OS,Non-association independent schools,31/08/2020,26/05/2020,East Midlands,Lincolnshire,Sleaford and North Hykeham,LN6 9JR,Other Independent Special School,2,2,2,2,2,Yes,9,9,All standards Met
146973,Koru,03/12/2024,OS,Non-association independent schools,31/08/2020,26/02/2020,London,Havering,Hornchurch and Upminster,RM3 7SU,Other Independent School,2,2,2,2,2,Yes,9,9,All standards Met
146981,Heather Field School,03/12/2024,OS,Non-association independent schools,31/08/2020,,West Midlands,Staffordshire,Stafford,ST17 9JW,Other Independent Special School,,,,,,,,,
146982,Lyme Brook Independent School,03/12/2024,OS,Non-association independent schools,31/08/2020,15/01/2020,West Midlands,Staffordshire,Newcastle-under-Lyme,ST5 1JB,Other Independent Special School,2,2,2,2,2,Yes,9,9,All standards Met
146988,The Holden School,03/12/2024,OS,Non-association independent schools,31/08/2020,01/03/2020,North West,Wigan,Leigh,WN7 4SB,Other Independent Special School,2,2,2,2,2,Yes,9,9,All standards Met
146999,Camp Hill Education,03/12/2024,OS,Non-association independent schools,31/08/2020,,West Midlands,Birmingham,"Birmingham, Hall Green",B11 1AR,Other Independent School,,,,,,,,,
147025,Al-Zahra School,03/12/2024,OS,Non-association independent schools,31/08/2020,,London,Brent,Hampstead and Kilburn,NW6 6PF,Other Independent School,,,,,,,,,
147027,Al-Khair Girls' School,03/12/2024,OS,Non-association independent schools,31/08/2020,11/05/2020,London,Croydon,Croydon Central,CR0 6BB,Other Independent School,2,2,2,2,2,Yes,9,9,All standards Met
147030,Heath House Hospital School,03/12/2024,OS,Non-association independent schools,31/08/2020,04/03/2020,South West,Bristol,Bristol North West,BS16 1EQ,Other Independent School,2,2,2,2,2,Yes,9,2,All standards Met
147034,The View School,03/12/2024,OS,Non-association independent schools,31/08/2020,20/01/2020,South East,Kent,Tonbridge and Malling,TN8 5BD,Other Independent Special School,3,3,3,3,3,Yes,9,9,Did not meet all standards
147036,Eagle House School ( Bramley),03/12/2024,OS,Non-association independent schools,31/08/2020,,South East,Surrey,Reigate,KT20 7ST,Other Independent Special School,,,,,,,,,
147038,Heritage Academy,03/12/2024,OS,Non-association independent schools,31/08/2020,10/05/2020,West Midlands,Birmingham,"Birmingham, Hall Green",B12 0DX,Other Independent School,1,1,1,1,1,Yes,9,9,All standards Met
147060,Odyssey House School,03/12/2024,OS,Non-association independent schools,31/08/2020,16/01/2020,London,Haringey,Hornsey and Wood Green,N6 5TN,Other Independent School,2,2,2,2,2,Yes,9,9,All standards Met
147161,Malton Montessori School,03/12/2024,OS,Non-association independent schools,31/08/2020,16/12/2019,Yorkshire and The Humber,North Yorkshire,Thirsk and Malton,YO17 6NJ,Other Independent School,2,2,2,2,2,Yes,9,9,All standards Met
147168,The Family Learning School,03/12/2024,OS,Non-association independent schools,31/08/2020,,London,Lewisham,Lewisham East,SE6 4AS,Other Independent School,,,,,,,,,
147169,Parkgate School,03/12/2024,OS,Non-association independent schools,31/08/2020,,West Midlands,Staffordshire,Staffordshire Moorlands,ST10 2LP,Other Independent Special School,,,,,,,,,
147170,Castle Futures,03/12/2024,OS,Non-association independent schools,31/08/2020,10/05/2020,East Midlands,Lincolnshire,Lincoln,LN2 2JN,Other Independent School,2,2,2,2,2,Yes,9,9,All standards Met
147171,Rida Boys High School,03/12/2024,OS,Non-association independent schools,31/08/2020,26/05/2020,Yorkshire and The Humber,Kirklees,Dewsbury,WF12 9EJ,Other Independent School,3,2,3,2,2,Yes,9,9,All standards Met
147184,Al-Khair Preparatory School,03/12/2024,OS,Non-association independent schools,31/08/2020,12/05/2020,London,Croydon,Croydon North,CR0 3RA,Other Independent School,2,2,2,1,2,Yes,2,9,All standards Met
147198,The Stable School,03/12/2024,OS,Non-association independent schools,31/08/2020,11/05/2020,South West,"Bournemouth, Christchurch & Poole",Christchurch,BH23 6AQ,Other Independent Special School,2,2,2,2,2,Yes,9,9,All standards Met
147199,Social Arts for Education,03/12/2024,OS,Non-association independent schools,31/08/2020,,London,Greenwich,Eltham,SE9 1TY,Other Independent Special School,,,,,,,,,
147205,VTC Independent School,03/12/2024,OS,Non-association independent schools,31/08/2020,,South East,Kent,Sittingbourne and Sheppey,ME10 3DZ,Other Independent School,,,,,,,,,
147206,Bridgeway School,03/12/2024,OS,Non-association independent schools,31/08/2020,,North West,Lancashire,Ribble Valley,PR5 6EP,Other Independent Special School,,,,,,,,,
147207,Medway Green School,03/12/2024,OS,Non-association independent schools,31/08/2020,,South East,Kent,Chatham and Aylesford,ME1 3TS,Other Independent Special School,,,,,,,,,
147208,Ateres Elisheva Girls Primary School,03/12/2024,OS,Non-association independent schools,31/08/2020,,North West,Salford,Blackley and Broughton,M7 4JD,Other Independent School,,,,,,,,,
147220,Compass Community School,03/12/2024,OS,Non-association independent schools,31/08/2020,,West Midlands,Herefordshire,North Herefordshire,HR8 1HT,Other Independent Special School,,,,,,,,,
147221,George Johnson Education Centre,03/12/2024,OS,Non-association independent schools,31/08/2020,,East Midlands,Lincolnshire,Sleaford and North Hykeham,LN6 3QN,Other Independent School,,,,,,,,,
147224,SMK Gateway - Alternative Provision,03/12/2024,OS,Non-association independent schools,31/08/2020,,South East,Milton Keynes,Milton Keynes North,MK9 3GN,Other Independent School,,,,,,,,,
147234,Orion School,03/12/2024,OS,Non-association independent schools,31/08/2020,,West Midlands,Birmingham,"Birmingham, Ladywood",B18 7QH,Other Independent School,,,,,,,,,
147235,Progress Schools - Stockport,03/12/2024,OS,Non-association independent schools,31/08/2020,02/03/2020,North West,Stockport,Stockport,SK3 0AN,Other Independent School,2,2,2,2,2,Yes,9,9,All standards Met
147236,Excellence Girls Academy,03/12/2024,OS,Non-association independent schools,31/08/2020,,West Midlands,Stoke-on-Trent,Stoke-on-Trent Central,ST4 2ER,Other Independent School,,,,,,,,,
147237,South Lakes Academy,03/12/2024,OS,Non-association independent schools,31/08/2020,19/02/2020,North West,Cumbria,Westmorland and Lonsdale,LA9 4ED,Other Independent Special School,2,2,2,2,2,Yes,9,9,All standards Met
147272,Beis Rochel Mcr Girls' School,03/12/2024,OS,Non-association independent schools,31/08/2020,18/06/2020,North West,Salford,Blackley and Broughton,M7 2FZ,Other Independent School,3,3,3,3,2,Yes,3,9,Did not meet all standards
147293,Darul Madinah Slough,03/12/2024,OS,Non-association independent schools,31/08/2020,,South East,Slough,Slough,SL1 2PH,Other Independent Special School,,,,,,,,,
147295,"The Aspire Hub, Bolton",03/12/2024,OS,Non-association independent schools,31/08/2020,,North West,Bolton,Bolton West,BL5 2JE,Other Independent Special School,,,,,,,,,
147296,Beis Rochel D'Satmar School,03/12/2024,OS,Non-association independent schools,31/08/2020,,London,Hackney,Hackney North and Stoke Newington,N16 5DS,Other Independent School,,,,,,,,,
147298,Clervaux Garden School,03/12/2024,OS,Non-association independent schools,31/08/2020,,Yorkshire and The Humber,North Yorkshire,Richmond (Yorks),DL2 2TF,Other Independent Special School,,,,,,,,,
147301,Edenfield Girls High School,03/12/2024,OS,Non-association independent schools,31/08/2020,11/03/2020,North West,Lancashire,Pendle,BB9 0PQ,Other Independent School,2,2,2,2,1,Yes,9,9,All standards Met
147306,Compass Community School Hemsworth,03/12/2024,OS,Non-association independent schools,31/08/2020,,Yorkshire and The Humber,Wakefield,Hemsworth,WF9 4EA,Other Independent Special School,,,,,,,,,
147312,Ohr Emes,03/12/2024,OS,Non-association independent schools,31/08/2020,,London,Hackney,Hackney North and Stoke Newington,E5 9AL,Other Independent School,,,,,,,,,
147313,Tashbar Boys' Nursery School,03/12/2024,OS,Non-association independent schools,31/08/2020,,North East,Gateshead,Gateshead,NE8 1RB,Other Independent School,,,,,,,,,
147331,New School Canterbury,03/12/2024,OS,Non-association independent schools,31/08/2020,11/03/2020,South East,Kent,Canterbury,CT4 5RU,Other Independent School,4,4,4,2,2,No,4,9,Did not meet all standards
147349,Mill School Bury,03/12/2024,OS,Non-association independent schools,31/08/2020,,North West,Bury,Bury North,BL8 2BD,Other Independent Special School,,,,,,,,,
147366,Bnos Margulis Viznitz Girls' School,03/12/2024,OS,Non-association independent schools,31/08/2020,,North West,Salford,Blackley and Broughton,M7 4DQ,Other Independent School,,,,,,,,,
147455,Liberty Woodland School,03/12/2024,OS,Non-association independent schools,31/08/2020,16/07/2020,London,Kingston upon Thames,Epsom and Ewell,KT4 7PU,Other Independent School,3,3,3,2,2,Yes,2,9,All standards Met
147462,Learning4Life-GY,03/12/2024,OS,Non-association independent schools,31/08/2020,,Yorkshire and The Humber,North East Lincolnshire,Great Grimsby,DN32 7AP,Other Independent School,,,,,,,,,
147465,Nurture Learning,03/12/2024,OS,Non-association independent schools,31/08/2020,,West Midlands,Worcestershire,Wyre Forest,DY11 6RQ,Other Independent Special School,,,,,,,,,
147468,Progress Schools - Hamilton Square,03/12/2024,OS,Non-association independent schools,31/08/2020,,North West,Wirral,Birkenhead,CH41 5AT,Other Independent School,,,,,,,,,
147470,Bristol International College,03/12/2024,OS,Non-association independent schools,31/08/2020,,South West,Bristol,Bristol West,BS6 6XA,Other Independent School,,,,,,,,,
147471,CMAS School Devon,03/12/2024,OS,Non-association independent schools,31/08/2020,,South West,Devon,Exeter,EX2 6NF,Other Independent School,,,,,,,,,
147473,Compass Community School Essex,03/12/2024,OS,Non-association independent schools,31/08/2020,,East of England,Essex,Clacton,CO16 9PY,Other Independent Special School,,,,,,,,,
147546,Educateu,03/12/2024,OS,Non-association independent schools,31/08/2020,,South East,West Sussex,Worthing West,BN11 1BG,Other Independent School,,,,,,,,,
147547,The Priory Roehampton Hospital School,03/12/2024,OS,Non-association independent schools,31/08/2020,,London,Wandsworth,Putney,SW15 5JJ,Other Independent School,,,,,,,,,
147548,Calder Lodge School,03/12/2024,OS,Non-association independent schools,31/08/2020,,North West,Lancashire,Lancaster and Fleetwood,PR3 1UL,Other Independent Special School,,,,,,,,,
147600,Merrywood House Independent Special School,03/12/2024,OS,Non-association independent schools,31/08/2020,,South East,Surrey,Reigate,KT20 7HF,Other Independent Special School,,,,,,,,,
147607,R.E.A.L Independent Schools Hinckley,03/12/2024,OS,Non-association independent schools,31/08/2020,,East Midlands,Leicestershire,Bosworth,LE10 1AP,Other Independent Special School,,,,,,,,,
147614,Colours Academy,03/12/2024,OS,Non-association independent schools,31/08/2020,,South West,Devon,South West Devon,PL21 0EZ,Other Independent School,,,,,,,,,
147615,Compass Community School Hampshire,03/12/2024,OS,Non-association independent schools,31/08/2020,,South East,Hampshire,East Hampshire,GU34 5NA,Other Independent Special School,,,,,,,,,
147635,Infiniti School,03/12/2024,OS,Non-association independent schools,31/08/2020,,South East,Kent,Faversham and Mid Kent,ME9 0BG,Other Independent Special School,,,,,,,,,
147648,Hopespring Sunderland,03/12/2024,OS,Non-association independent schools,31/08/2020,,North East,Sunderland,Sunderland Central,SR2 9HA,Other Independent School,,,,,,,,,
147655,GLADE School,03/12/2024,OS,Non-association independent schools,31/08/2020,,South East,Hampshire,New Forest East,SO40 3BU,Other Independent Special School,,,,,,,,,
147660,Norbury Court School,03/12/2024,OS,Non-association independent schools,31/08/2020,,North West,Cheshire East,Macclesfield,SK12 1BZ,Other Independent School,,,,,,,,,
147662,Rochdale Islamic Academy for Girls,03/12/2024,OS,Non-association independent schools,31/08/2020,,North West,Rochdale,Rochdale,OL12 0HZ,Other Independent School,,,,,,,,,
